,index,id,target,enzyme,pathway,smile,name
306,306,DB09231,BE0008715|Q00975|BE0008716,P08684|P20815,hsa:774,COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,Benidipine
307,307,DB01011,P15538|P00183,P19099|P11509|P08684|P15538|P05181,hsa:1584,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,Metyrapone
308,308,DB09262,P11229|P08172|P20309,P08684|P22310,hsa:1128|hsa:1129|hsa:1131,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Imidafenacin
309,309,DB00737,P35367|Q14994,P05177,hsa:3269|hsa:9970,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,Meclizine
310,310,DB00443,P04150,P08684|P11511,hsa:2908,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Betamethasone
311,311,DB00455,P35367|Q12809,P10632|P08684|P33261|P10635|P11712,hsa:3269|hsa:3757,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,Loratadine
312,312,DB00866,P08588|P07550|P08908|P13945,P10635,hsa:153|hsa:154|hsa:3350|hsa:155,CC(C)NCC(O)COC1=CC=CC=C1CC=C,Alprenolol
313,313,DB00568,P35367|Q13936|Q01668|O60840|Q13698|O43497|O95180|Q9P0X4|P14416|BE0004889|BE0004890,P10635|P11712|P05177|P20813|P11509|P04798,hsa:3269|hsa:775|hsa:776|hsa:778|hsa:779|hsa:8913|hsa:8912|hsa:8911|hsa:1813,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Cinnarizine
314,314,DB00869,P00918|P22748|P00915|P07451,P11712|P08684,hsa:760|hsa:762|hsa:759|hsa:761,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,Dorzolamide
315,315,DB06738,P35372|P41145|P41143|BE0004956,P23219|P11712|P08684|O60656|P20813|P33261|P10632,hsa:4988|hsa:4986|hsa:4985,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,Ketobemidone
316,316,DB00471,Q9Y271|P09917,P10632|P08684|P11712|P23219|P11509,hsa:10800|hsa:240,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,Montelukast
317,317,DB01156,Q01959|P23975|P32297,P20813|P10635|P05177|P11509|P10632|P11712|P05181|P08684,hsa:6531|hsa:6530|hsa:1136,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,Bupropion
318,318,DB09167,P08908|P28223|P35367|P11229|P08172|P20309|P08173|P08912|BE0004864|BE0004863|P23975|P31645,P10635|P05177|P33261|P11712,hsa:3350|hsa:3356|hsa:3269|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133|hsa:6530|hsa:6532,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,Dosulepin
319,319,DB00973,P35610|Q9UHC9|P15144,P22309|P35503|P54855|P16662|P08684,hsa:6646|hsa:29881|hsa:290,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,Ezetimibe
320,320,DB01431,P06401|P03372,P08684,hsa:5241|hsa:2099,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],Allylestrenol
321,321,DB00655,P03372|Q92731|P10275|P11511|P04278,P04798|P05177|P08684|Q16678|P20813|P11712|P05181|P20815|Q02928,hsa:2099|hsa:2100|hsa:367|hsa:1588|hsa:6462,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Estrone
322,322,DB12483,P42336|O00329,P08684|P20815|P24462|Q9HB55,hsa:5290|hsa:5293,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,Copanlisib
323,323,DB00757,P46098,P08684|P10635|P11712,hsa:3359,[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2,Dolasetron
324,324,DB05219,P27815|Q07343|Q08493|Q08499,P05177|P20813|P10632|P11712,hsa:5141|hsa:5142|hsa:5143|hsa:5144,OB1OCC2=C1C=CC(OC1=CC=C(C=C1)C#N)=C2,Crisaborole
325,325,DB00496,P20309|P11229|P08172|P08173|P08912,P08684|P10635,hsa:1131|hsa:1128|hsa:1129|hsa:1132|hsa:1133,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,Darifenacin
326,326,DB01050,P35354|P23219|P10415|P07204|P00750|P12104|P37231|P13569|P46059|Q07869,P11712|P10632|P33261|P22309|P35503|O60656|P06133|P16662|P23219|P35354,hsa:5743|hsa:5742|hsa:596|hsa:7056|hsa:5327|hsa:2169|hsa:5468|hsa:1080|hsa:6564|hsa:5465,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Ibuprofen
327,327,DB01012,P41180,P08684|P10635|P05177,hsa:846,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,Cinacalcet
328,328,DB00255,P03372|P62508|Q92731|P11474|O95718|Q15596|O75469|P10275|P04278,P21964|P11511|P11509|P08684|P10632|P11712|P05181,hsa:2099|hsa:2104|hsa:2100|hsa:2101|hsa:2103|hsa:10499|hsa:8856|hsa:367|hsa:6462,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Diethylstilbestrol
329,329,DB00745,Q01959|P35368,P33261|P08684|P05177|P20813|P11712|P20815,hsa:6531|hsa:147,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Modafinil
330,330,DB00322,P04818,P19971|P11712,hsa:7298,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Floxuridine
331,331,DB06616,P11274|P00519|P07948|P08631|P12931|P24941|Q02750|P36507|Q9Y2U5|Q13555,P08684,hsa:613|hsa:25|hsa:4067|hsa:3055|hsa:6714|hsa:1017|hsa:5604|hsa:5605|hsa:10746|hsa:818,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,Bosutinib
332,332,DB13874,P48735,P05177|P20813|P10632|P11712|P33261|P10635|P08684|P22309|P35503|P22310|O60656|P16662|P54855,hsa:3418,CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,Enasidenib
333,333,DB08932,P25101|P24530,P08684|P33261,hsa:1909|hsa:1910,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,Macitentan
334,334,DB09212,P35354|P23219,P23219|P35354,hsa:5743|hsa:5742,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,Loxoprofen
335,335,DB06774,Q8NER1|Q99623,P08684|P35354|P05164|P05177|P05181|P21397|P09172|P15104|P06276,hsa:7442|hsa:11331,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,Capsaicin
336,336,DB01213,P07327|P00325|P00326|P04040,P05181|P11509,hsa:124|hsa:125|hsa:126|hsa:847,CC1=CNN=C1,Fomepizole
337,337,DB00381,Q13936|P54289|Q08289|Q01668|Q13698|Q00975|Q8IZS8|Q6TME4|P00915|P17405,P08684|P20815|P24462|P05177|P04798|P20813|P11509|P10632|P11712|P10635,hsa:775|hsa:781|hsa:783|hsa:776|hsa:779|hsa:774|hsa:55799|hsa:759|hsa:6609,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,Amlodipine
338,338,DB00640,P29274|P29275|P0DMS8|P30542,P00813|P55263,hsa:135|hsa:136|hsa:140|hsa:134,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,Adenosine
339,339,DB01107,P14867|BE0004797,P10635,hsa:2554,CCC1(CC)C(=O)NCC(C)C1=O,Methyprylon
340,340,DB00796,P30556,P11712|P10632|P35503|P23219,hsa:185,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,Candesartancilexetil
341,341,DB01071,P35367,P10635|P08684,hsa:3269,C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12,Mequitazine
342,342,DB01144,P00915|P00918|P22748|P43166|P07451,P11712,hsa:759|hsa:760|hsa:762|hsa:766|hsa:761,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,Diclofenamide
343,343,DB01435,P35354|P23219,P10632|P11712|P05177|P33261|P08684|P11509|P20813|P33260|P10635|P05181,hsa:5743|hsa:5742,CN1N(C(=O)C=C1C)C1=CC=CC=C1,Antipyrine
344,344,DB01216,P31213|P18405|P51857,P20815|P24462|P08684,hsa:6716|hsa:6715|hsa:6718,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,Finasteride
345,345,DB01064,P08588|P07550|P13945|P28482|P27986|O00459|Q92569|Q4ZHU6|P00441,P04798,hsa:153|hsa:154|hsa:155|hsa:5594|hsa:5295|hsa:5296|hsa:8503|hsa:6647,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,Isoprenaline
346,346,DB00402,P14867|P47869|P34903|P31644|P30536|BE0004797,P08684|P10632|P11712|P23219,hsa:2554|hsa:2555|hsa:2556|hsa:2558|hsa:706,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,Eszopiclone
347,347,DB01039,Q07869|O43923|P37231|Q03181|O75469,P10632|P11712|P08684,hsa:5465|hsa:5468|hsa:5467|hsa:8856,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Fenofibrate
348,348,DB00477,P14416|P21728|P28223|P08908|P35348|P35368|P35367|Q12809|BE0004889|P35462|P21917|P21918|P28335|BE0004881|BE0004863|BE0004864|P11229|P20309|P17405|P0DP23|BE0004879|P50406|P34969|Q9H3N8,P10635|P05177|P08684|P05181|P06276,"hsa:1813|hsa:1812|hsa:3356|hsa:3350|hsa:148|hsa:147|hsa:3269|hsa:3757|hsa:1814|hsa:1815|hsa:1816|hsa:3358|hsa:1128|hsa:1131|hsa:6609|hsa:801,hsa:805,hsa:808|hsa:3362|hsa:3363|hsa:59340",CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,Chlorpromazine
349,349,DB00802,P35372,P08684|P24462|P20815,hsa:4988,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,Alfentanil
350,350,DB00434,P35367|P28223|P28335|P11229|P08172|P20309|P34969,P35503,hsa:3269|hsa:3356|hsa:3358|hsa:1128|hsa:1129|hsa:1131|hsa:3363,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,Cyproheptadine
351,351,DB01118,Q12809|P08588|O95180|Q9NY47|P10827|P10828|P37231,P08684|P10632|P10635|P11712|P05177|P33261|P04798|P20815|P24462|P11509,hsa:3757|hsa:153|hsa:8912|hsa:9254|hsa:7067|hsa:7068|hsa:5468,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,Amiodarone
352,352,DB00622,Q13936|Q08289|Q01668|P54289|P54750|Q01064|P35348|P35368|P25100|P11229|P08172|P20309|P08173|P08912|P0DP23,P08684|P10635|P11712|P33261|P10632|P20813|P05181|P20815,"hsa:775|hsa:783|hsa:776|hsa:781|hsa:5136|hsa:5153|hsa:148|hsa:147|hsa:146|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133|hsa:801,hsa:805,hsa:808",COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,Nicardipine
353,353,DB00829,P14867|P47869|P34903|P31644|P18505|P47870|P28472|Q8N1C3|P18507|Q99928|O14764|P78334|O00591|P24046|P28476|A8MPY1|Q9UN88|P30536|BE0004797,P08684|P20815|P24462|P33261|P11712|P20813|P05177|P33260|P10632|P23219|P05181,hsa:2554|hsa:2555|hsa:2556|hsa:2558|hsa:2560|hsa:2561|hsa:2562|hsa:2565|hsa:2566|hsa:2567|hsa:2563|hsa:2564|hsa:2568|hsa:2569|hsa:2570|hsa:200959|hsa:55879|hsa:706,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,Diazepam
354,354,DB00927,P25021,P33261,hsa:3274,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,Famotidine
355,355,DB00843,P22303|P28223,P10635|P08684|P11712,hsa:43|hsa:3356,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,Donepezil
356,356,DB01426,Q14524,P10635,hsa:6331,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,Ajmaline
357,357,DB00441,P23921|P04818|P30085,P32320|P27707,hsa:6240|hsa:7298|hsa:51727,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Gemcitabine
358,358,DB08893,P13945,P08684|P10635|P06276,hsa:155,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,Mirabegron
359,359,DB00836,P35372|P41143|P41145|O00555|P01189|P0DP23|Q14994,P08684|P10632|P20813|P10635,"hsa:4988|hsa:4985|hsa:4986|hsa:773|hsa:5443|hsa:801,hsa:805,hsa:808|hsa:9970",CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Loperamide
360,360,DB01228,Q14524,P10635,hsa:6331,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C,Encainide
361,361,DB00346,P35348|P35368|P25100|Q12809,P08684,hsa:148|hsa:147|hsa:146|hsa:3757,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,Alfuzosin
362,362,DB13783,P23219|P35354,P16662,hsa:5742|hsa:5743,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,Acemetacin
363,363,DB04835,P51681,P08684,hsa:1234,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Maraviroc
364,364,DB00136,P11473|P31260|P02774,Q07973|P08684,hsa:7421|hsa:3206|hsa:2638,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,Calcitriol
365,365,DB00356,Q12791,P05181|P04798|P05177|P11509|P08684|P10635,hsa:3778,ClC1=CC2=C(OC(=O)N2)C=C1,Chlorzoxazone
366,366,DB01429,Q14524|P0DP23,P10635,"hsa:6331|hsa:801,hsa:805,hsa:808",CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,Aprindine
367,367,DB00363,P14416|P28223|P21728|P35462|P21917|P08908|P28222|P28221|P28566|P28335|P46098|P50406|P34969|P35367|Q9H3N8|P35348|P35368|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912|Q9NYX4|P09211,P05177|P10635|P11712|P08684|P33261|P11509|P10632|P31513|P22310|P05181|P04798|Q16678,hsa:1813|hsa:3356|hsa:1812|hsa:1814|hsa:1815|hsa:3350|hsa:3351|hsa:3352|hsa:3354|hsa:3358|hsa:3359|hsa:3362|hsa:3363|hsa:3269|hsa:59340|hsa:148|hsa:147|hsa:150|hsa:151|hsa:152|hsa:1128|hsa:1129|hsa:1131|hsa:1132|hsa:1133|hsa:50632|hsa:2950,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,Clozapine
368,368,DB04794,P10613|P20813,P11511|P33261|P05181|P08684,hsa:1555,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,Bifonazole
369,369,DB00328,P23219|P35354|P14555|Q8N8N7|P37231|Q04760|Q9Y5Y4|Q07869|P42330,P33261|P11712|P23141|O60656|P22309|P16662,hsa:5742|hsa:5743|hsa:5320|hsa:145482|hsa:5468|hsa:2739|hsa:11251|hsa:5465|hsa:8644,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,Indomethacin
370,370,DB06410,P11473,Q02318,hsa:7421,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,Doxercalciferol
371,371,DB00674,P22303|P02708|P11230|Q07001|P07510|Q04844|Q15822|P32297|P43681|P30532|Q15825|P36544|Q9UGM1|Q9GZZ6|P17787|Q05901|P30926|P06276,P08684|P10635,hsa:43|hsa:1134|hsa:1140|hsa:1144|hsa:1146|hsa:1145|hsa:1135|hsa:1136|hsa:1137|hsa:1138|hsa:8973|hsa:1139|hsa:55584|hsa:57053|hsa:1141|hsa:1142|hsa:1143|hsa:590,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,Galantamine
372,372,DB04946,P28223|P14416|P21728|P35462|P21917|P08908|P50406|P34969|P35348|P35367|P18825,P10635|P20815|P08684|P24462|P05181|P05177,hsa:3356|hsa:1813|hsa:1812|hsa:1814|hsa:1815|hsa:3350|hsa:3362|hsa:3363|hsa:148|hsa:3269|hsa:152,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,Iloperidone
373,373,DB01177,P11388,P11712|P10635,hsa:7153,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,Idarubicin
374,374,DB06203,P27487,P08684|P10635,hsa:1803,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Alogliptin
375,375,DB00211,P35348|P35368|P25100,P10635,hsa:148|hsa:147|hsa:146,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,Midodrine
376,376,DB00130,P17812|Q06203|P15104,P00488|O94925|Q9UI32|P21980|O43548|O95932|P22735|P49221|Q08188|Q96PF1|P49915|P08243|Q16773|O15067|O75879|O94808|P27708|P47897|Q6IA69,hsa:1503|hsa:5471|hsa:2752,N[C@@H](CCC(N)=O)C(O)=O,    Lglutamine
377,377,DB05676,Q08499|P27815|Q07343|P01375|P60568|P01579|P29474,P08684,hsa:5144|hsa:5141|hsa:5142|hsa:7124|hsa:3558|hsa:3458|hsa:4846,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,Apremilast
378,378,DB11560,Q96S37|Q9NSA0,P11712,hsa:116085|hsa:55867,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,Lesinurad
379,379,DB00956,P35372|P41143,P10635|P08684,hsa:4988|hsa:4985,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,Hydrocodone
380,380,DB00316,P23219|P35354|O00519|Q8NER1|P09211,P05181|P05177|P10635|P04798|P11509|P10632|P11712|P08684|P22309|P19224|O60656|P54855|Q9HAW8|P50225|P0DMM9|P49888|Q06520|P11245,hsa:5742|hsa:5743|hsa:2166|hsa:7442|hsa:2950,CC(=O)NC1=CC=C(O)C=C1,Acetaminophen
381,381,DB00758,Q9H244,P08684|P20813|P20815|P33261|P11712|P05177|P10632|P23141,hsa:64805,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,Clopidogrel
382,382,DB01117,Q02768|Q08210|Q02127,P11712,hsa:1723,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,Atovaquone
383,383,DB00546,P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|P18505|P47870|P28472|O14764|P78334|O00591|P24046|P28476|A8MPY1,P33261|P08684,hsa:2554|hsa:2555|hsa:2556|hsa:2558|hsa:2565|hsa:2566|hsa:2567|hsa:2560|hsa:2561|hsa:2562|hsa:2563|hsa:2564|hsa:2568|hsa:2569|hsa:2570|hsa:200959,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,Adinazolam
384,384,DB09224,P14416,P10635,hsa:1813,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,Melperone
385,385,DB00814,P35354|P23219,P11712|P08684|P52209|P10632,hsa:5743|hsa:5742,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,Meloxicam
386,386,DB00543,P23975|P31645|P14416|P21728|P08913|P35348|P11229|P14867|P28223|P28335|P50406|P34969|P35462|P21917|P35367|BE0004863|BE0004890|P41595|P46098|P08908|P28222|BE0004864|Q9H3N8|BE0004797|Q01959,P10635,hsa:6530|hsa:6532|hsa:1813|hsa:1812|hsa:150|hsa:148|hsa:1128|hsa:2554|hsa:3356|hsa:3358|hsa:3362|hsa:3363|hsa:1814|hsa:1815|hsa:3269|hsa:3357|hsa:3359|hsa:3350|hsa:3351|hsa:59340|hsa:6531,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,Amoxapine
387,387,DB00467,P43700|P43702|P11388,P05177,hsa:7153,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,Enoxacin
388,388,DB01394,Q9H4B7|P07437,P08684|P20813|P10632|P11712|P05181,hsa:81027|hsa:203068,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,Colchicine
389,389,DB09229,Q13936|Q01668|O60840|Q13698|BE0004888,BE0004866,hsa:775|hsa:776|hsa:778|hsa:779,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O,Aranidipine
390,390,DB00627,P49019|Q8TDS4|Q15274|P40261,P10635,hsa:8843|hsa:338442|hsa:23475|hsa:4837,OC(=O)C1=CN=CC=C1,Niacin
391,391,DB06210,P40238,P10632|P05177|P22309|P35503,hsa:4352,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,Eltrombopag
392,392,DB00996,P54289|Q9NY47|Q00975|P30542|BE0004956|Q9UBS5|O75899,P54687,hsa:781|hsa:9254|hsa:774|hsa:134|hsa:2550|hsa:9568,NCC1(CC(O)=O)CCCCC1,Gabapentin
393,393,DB00389,P07202,P11511|P05177,hsa:7173,CCOC(=O)N1C=CN(C)C1=S,Carbimazole
394,394,DB00575,P08913|P18089|P18825|P35348|P35368|P25100,P10635|P05177|P08684|P04798|P20815,hsa:150|hsa:151|hsa:152|hsa:148|hsa:147|hsa:146,ClC1=CC=CC(Cl)=C1NC1=NCCN1,Clonidine
395,395,DB00993,P00492|P63000,P47989|P51580|P08263|P09210|P09488,hsa:3251|hsa:5879,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,Azathioprine
396,396,DB00445,O14646|P11388,P16662|P47712,hsa:1105|hsa:7153,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Epirubicin
397,397,DB05541,Q7L0J3|BE0004901,P08684|P33261|P20813|P11712,hsa:9900,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,Brivaracetam
398,398,DB00411,P11229|P08172|Q15822|P22303|P20309|P08173,P47712,hsa:1128|hsa:1129|hsa:1135|hsa:43|hsa:1131|hsa:1132,C[N+](C)(C)CCOC(N)=O,Carbachol
399,399,DB09195,P28223|P28335|BE0004863|BE0004864|P35367|P31645,P10635|P08684,hsa:3356|hsa:3358|hsa:3269|hsa:6532,[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2,Lorpiprazole
400,400,DB00731,Q09428|P37231,P11712|P08684|P20815|P24462|P23219|O60656|P10635,hsa:6833|hsa:5468,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,Nateglinide
401,401,DB01211,P0A7J6|Q12809|Q9Y6L6|Q9NPD5,P08684|P20815|P33261|P24462|P05177,hsa:3757|hsa:10599|hsa:28234,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC,Clarithromycin
402,402,DB09048,P25103,Q9HB55|P11712|P10635|P08684,hsa:6869,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,Netupitant
403,403,DB04861,P08588|P07550,P10635,hsa:153|hsa:154,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,Nebivolol
404,404,DB01395,P06401|P08235|P10275,P35354|P06276|P08684,hsa:5241|hsa:4306|hsa:367,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,Drospirenone
405,405,DB04574,P03372|Q92731,P08684|P05177|P11712,hsa:2099|hsa:2100,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3,Estronesulfate
